entity_id,time_index,humidity
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:57:21.942000+00:00,65
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:57:27.898000+00:00,57
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:57:27.900000+00:00,64
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:57:30.917000+00:00,62
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:57:36.885000+00:00,43
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:57:39.893000+00:00,56
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:57:39.896000+00:00,61
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:57:45.899000+00:00,56
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:57:45.900000+00:00,42
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:57:48.892000+00:00,55
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:57:48.893000+00:00,59
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:57:54.885000+00:00,57
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:57:54.887000+00:00,41
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:57:57.876000+00:00,53
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:58:09.903000+00:00,56
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:58:18.938000+00:00,51
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:58:21.915000+00:00,50
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:58:21.916000+00:00,54
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:58:24.919000+00:00,55
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:58:36.915000+00:00,48
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:58:36.916000+00:00,53
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:58:39.915000+00:00,54
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:58:39.916000+00:00,39
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:58:42.906000+00:00,52
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:58:45.920000+00:00,38
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:58:52.052000+00:00,36
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:58:54.924000+00:00,50
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:06.985000+00:00,34
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:59:09.927000+00:00,52
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:12.953000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:59:15.950000+00:00,48
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:59:15.961000+00:00,45
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:59:15.974000+00:00,51
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:59:18.965000+00:00,47
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:59:18.968000+00:00,42
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:22.009000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:59:30.929000+00:00,50
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:30.931000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:59:36.940000+00:00,45
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:59:39.977000+00:00,49
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:42.931000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:45.971000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:59:48.987000+00:00,40
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T16:59:48.988000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T16:59:57.957000+00:00,34
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T16:59:57.961000+00:00,43
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T16:59:57.963000+00:00,44
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:04.042000+00:00,42
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:04.045000+00:00,43
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:06.976000+00:00,41
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:06.979000+00:00,41
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:09.988000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:09.991000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:12.935000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:15.946000+00:00,38
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:15.948000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:19.026000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:19.026000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:19.030000+00:00,37
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:21.987000+00:00,40
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:21.999000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:24.953000+00:00,35
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:24.965000+00:00,38
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:24.967000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:27.949000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:27.951000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:30.951000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:33.980000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:33.982000+00:00,35
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:39.976000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:39.979000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:39.981000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:39.990000+00:00,34
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:42.952000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:45.956000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:45.958000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:48.980000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:51.974000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:51.976000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:00:54.996000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:55.002000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:00:55.004000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:00:57.979000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:00:57.981000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:03.962000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:06.969000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:06.970000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:09.997000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:15.999000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:22.027000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:22.030000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:22.031000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:24.992000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:24.993000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:28.009000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:28.009000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:28.011000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:31.005000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:31.006000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:33.991000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:33.992000+00:00,28
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:36.986000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:40.006000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:40.008000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:42.985000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:42.987000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:45.995000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:45.996000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:01:48.986000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:48.988000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:48.990000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:52.047000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:52.049000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:52.051000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:01:58.010000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:01:58.015000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:01:58.017000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:01.006000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:04.029000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:02:04.031000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:04.032000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:02:06.992000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:10.008000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:12.982000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:16.014000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:19.001000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:25.011000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:25.013000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:28.025000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:28.026000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:31.030000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:34.010000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:36.996000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:40.019000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:40.020000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:40.021000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:43.026000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:43.040000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:43.044000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:46.011000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:46.012000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:02:49.040000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:02:52.060000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:52.062000+00:00,28
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:55.096000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:02:58.021000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:01.023000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:01.024000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:04.041000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:04.042000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:07.040000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:10.027000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:13.021000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:16.077000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:16.078000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:16.085000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:19.041000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:19.043000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:19.045000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:19.047000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:22.028000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:22.029000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:25.033000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:28.022000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:31.046000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:31.048000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:34.056000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:34.057000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:37.072000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:40.058000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:40.066000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:40.069000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:43.053000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:43.055000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:43.060000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:43.063000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:46.049000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:46.050000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:46.051000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:49.059000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:49.060000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:52.121000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:52.123000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:03:55.054000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:55.055000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:55.058000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:55.059000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:03:58.060000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:03:58.061000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:03:58.062000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:01.038000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:04:04.062000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:04.064000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:04:07.060000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:07.062000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:07.068000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:10.062000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:10.064000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:10.066000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:13.046000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:16.043000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:19.067000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:25.054000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:28.077000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:28.079000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:31.067000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:31.073000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:31.074000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:04:31.076000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:04:34.064000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:34.066000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:34.083000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:04:37.057000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:40.127000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:46.057000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:46.058000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:49.072000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:52.055000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:52.057000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:04:55.065000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:55.066000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:55.067000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:04:58.069000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:04:58.070000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:04:58.072000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:01.071000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:01.073000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:04.097000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:04.099000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:07.105000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:07.112000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:07.115000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:10.131000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:10.134000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:13.086000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:13.087000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:16.082000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:16.084000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:19.092000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:22.088000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:22.089000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:25.085000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:25.086000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:31.105000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:31.107000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:34.109000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:34.112000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:37.077000+00:00,33
