entity_id,time_index,location,status
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:27.854000+00:00,POINT (13.361 52.516),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:27.859000+00:00,POINT (13.276 52.489),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:30.893000+00:00,POINT (13.327 52.516),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:30.895000+00:00,POINT (13.37 52.556),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:30.898000+00:00,POINT (13.273 52.489),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:30.912000+00:00,POINT (13.361 52.513),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:33.794000+00:00,POINT (13.327 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:33.797000+00:00,POINT (13.37 52.559),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:33.799000+00:00,POINT (13.361 52.51),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:33.801000+00:00,POINT (13.27 52.489),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:37.048000+00:00,POINT (13.361 52.507),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:37.060000+00:00,POINT (13.267 52.489),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:37.081000+00:00,POINT (13.37 52.562),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:37.105000+00:00,POINT (13.33 52.517),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:39.808000+00:00,POINT (13.333 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:39.811000+00:00,POINT (13.37 52.565),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:39.813000+00:00,POINT (13.361 52.504),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:39.815000+00:00,POINT (13.264 52.489),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:41.892000+00:00,POINT (13.361 52.504),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:41.897000+00:00,POINT (13.264 52.489),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:42.811000+00:00,POINT (13.336 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:42.815000+00:00,POINT (13.37 52.568),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:42.819000+00:00,POINT (13.362 52.504),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:45.808000+00:00,POINT (13.339 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:45.811000+00:00,POINT (13.37 52.571),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:45.813000+00:00,POINT (13.362 52.507),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:48.863000+00:00,POINT (13.342 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:48.869000+00:00,POINT (13.37 52.574),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:48.871000+00:00,POINT (13.264 52.49),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:48.876000+00:00,POINT (13.362 52.51),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:51.850000+00:00,POINT (13.362 52.51),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:54:51.854000+00:00,POINT (13.264 52.49),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:51.860000+00:00,POINT (13.345 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:51.864000+00:00,POINT (13.37 52.577),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:51.867000+00:00,POINT (13.363 52.51),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:54.839000+00:00,POINT (13.348 52.517),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:54.842000+00:00,POINT (13.37 52.58),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:54.843000+00:00,POINT (13.363 52.507),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:54:57.893000+00:00,POINT (13.351 52.517),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:54:57.915000+00:00,POINT (13.37 52.583),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:54:57.926000+00:00,POINT (13.363 52.504),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:00.835000+00:00,POINT (13.37 52.586),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:00.841000+00:00,POINT (13.363 52.501),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:01.860000+00:00,POINT (13.37 52.586),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:01.870000+00:00,POINT (13.363 52.501),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:03.847000+00:00,POINT (13.364 52.501),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:07.010000+00:00,POINT (13.364 52.504),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:09.810000+00:00,POINT (13.364 52.507),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:11.812000+00:00,POINT (13.264 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:12.826000+00:00,POINT (13.351 52.518),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:12.829000+00:00,POINT (13.371 52.586),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:12.831000+00:00,POINT (13.364 52.51),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:12.834000+00:00,POINT (13.267 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:15.811000+00:00,POINT (13.348 52.518),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:15.814000+00:00,POINT (13.371 52.583),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:15.816000+00:00,POINT (13.364 52.513),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:15.818000+00:00,POINT (13.27 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:18.816000+00:00,POINT (13.345 52.518),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:18.818000+00:00,POINT (13.371 52.58),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:18.820000+00:00,POINT (13.364 52.516),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:18.822000+00:00,POINT (13.273 52.49),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:22.011000+00:00,POINT (13.364 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:22.026000+00:00,POINT (13.276 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:22.090000+00:00,POINT (13.342 52.518),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:22.094000+00:00,POINT (13.371 52.577),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:24.819000+00:00,POINT (13.371 52.574),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:24.822000+00:00,POINT (13.364 52.522),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:24.825000+00:00,POINT (13.279 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:27.836000+00:00,POINT (13.336 52.518),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:27.838000+00:00,POINT (13.371 52.571),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:27.842000+00:00,POINT (13.364 52.525),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:27.843000+00:00,POINT (13.282 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:30.829000+00:00,POINT (13.333 52.518),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:30.837000+00:00,POINT (13.285 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:31.837000+00:00,POINT (13.333 52.518),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:33.912000+00:00,POINT (13.371 52.565),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:33.914000+00:00,POINT (13.288 52.49),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:36.975000+00:00,POINT (13.371 52.562),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:36.978000+00:00,POINT (13.291 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:39.824000+00:00,POINT (13.333 52.519),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:39.831000+00:00,POINT (13.371 52.559),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:39.835000+00:00,POINT (13.294 52.49),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:41.958000+00:00,POINT (13.364 52.525),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:41.987000+00:00,POINT (13.371 52.559),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:41.990000+00:00,POINT (13.333 52.519),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:42.826000+00:00,POINT (13.333 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:42.828000+00:00,POINT (13.372 52.559),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:42.830000+00:00,POINT (13.364 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:42.832000+00:00,POINT (13.297 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:45.830000+00:00,POINT (13.33 52.521),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:45.838000+00:00,POINT (13.3 52.49),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:45.840000+00:00,POINT (13.364 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:48.835000+00:00,POINT (13.327 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:48.837000+00:00,POINT (13.372 52.565),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:48.840000+00:00,POINT (13.364 52.534),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:48.841000+00:00,POINT (13.303 52.49),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:51.867000+00:00,POINT (13.306 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:51.871000+00:00,POINT (13.324 52.521),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:51.873000+00:00,POINT (13.372 52.568),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:51.875000+00:00,POINT (13.365 52.534),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:51.944000+00:00,POINT (13.324 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:51.947000+00:00,POINT (13.372 52.568),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:51.951000+00:00,POINT (13.365 52.534),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:54.868000+00:00,POINT (13.321 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:54.870000+00:00,POINT (13.373 52.568),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:54.872000+00:00,POINT (13.365 52.537),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:54.874000+00:00,POINT (13.309 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:55:57.839000+00:00,POINT (13.318 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:55:57.840000+00:00,POINT (13.373 52.565),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:55:57.842000+00:00,POINT (13.365 52.54),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:55:57.844000+00:00,POINT (13.312 52.49),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:00.828000+00:00,POINT (13.315 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:00.829000+00:00,POINT (13.373 52.562),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:00.831000+00:00,POINT (13.365 52.543),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:03.832000+00:00,POINT (13.312 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:03.837000+00:00,POINT (13.373 52.559),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:03.840000+00:00,POINT (13.365 52.546),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:03.841000+00:00,POINT (13.312 52.491),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:06.893000+00:00,POINT (13.309 52.491),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:06.907000+00:00,POINT (13.309 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:06.908000+00:00,POINT (13.373 52.556),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:06.912000+00:00,POINT (13.365 52.549),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:09.847000+00:00,POINT (13.306 52.521),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:09.849000+00:00,POINT (13.373 52.553),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:09.851000+00:00,POINT (13.365 52.552),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:09.854000+00:00,POINT (13.306 52.491),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:11.886000+00:00,POINT (13.306 52.491),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:12.840000+00:00,POINT (13.373 52.55),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:12.842000+00:00,POINT (13.365 52.555),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:15.846000+00:00,POINT (13.373 52.547),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:15.848000+00:00,POINT (13.365 52.558),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:18.844000+00:00,POINT (13.373 52.544),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:18.847000+00:00,POINT (13.365 52.561),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:18.850000+00:00,POINT (13.306 52.49),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:21.947000+00:00,POINT (13.365 52.564),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:21.962000+00:00,POINT (13.373 52.541),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:21.990000+00:00,POINT (13.306 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:21.994000+00:00,POINT (13.373 52.541),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:21.998000+00:00,POINT (13.306 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:24.883000+00:00,POINT (13.303 52.521),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:24.887000+00:00,POINT (13.365 52.567),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:24.893000+00:00,POINT (13.303 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:27.860000+00:00,POINT (13.3 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:27.861000+00:00,POINT (13.374 52.541),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:27.863000+00:00,POINT (13.365 52.57),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:27.865000+00:00,POINT (13.3 52.49),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:30.873000+00:00,POINT (13.297 52.521),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:30.877000+00:00,POINT (13.374 52.544),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:30.889000+00:00,POINT (13.297 52.49),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:33.871000+00:00,POINT (13.294 52.521),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:33.876000+00:00,POINT (13.374 52.547),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:33.880000+00:00,POINT (13.366 52.57),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:36.863000+00:00,POINT (13.374 52.55),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:36.865000+00:00,POINT (13.366 52.567),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:39.869000+00:00,POINT (13.294 52.522),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:39.871000+00:00,POINT (13.374 52.553),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:39.873000+00:00,POINT (13.366 52.564),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:39.877000+00:00,POINT (13.297 52.491),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:41.883000+00:00,POINT (13.374 52.553),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:41.886000+00:00,POINT (13.297 52.491),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:42.855000+00:00,POINT (13.297 52.522),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:42.857000+00:00,POINT (13.366 52.561),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:42.860000+00:00,POINT (13.297 52.492),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:45.873000+00:00,POINT (13.366 52.558),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:45.875000+00:00,POINT (13.294 52.492),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:48.861000+00:00,POINT (13.366 52.555),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:48.864000+00:00,POINT (13.291 52.492),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:51.901000+00:00,POINT (13.366 52.552),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:51.904000+00:00,POINT (13.288 52.492),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:51.917000+00:00,POINT (13.374 52.553),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:56:51.919000+00:00,POINT (13.366 52.552),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:51.927000+00:00,POINT (13.288 52.492),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:56:54.873000+00:00,POINT (13.297 52.523),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:54.876000+00:00,POINT (13.374 52.556),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:54.883000+00:00,POINT (13.288 52.493),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:56:57.860000+00:00,POINT (13.374 52.559),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:56:57.862000+00:00,POINT (13.291 52.493),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:00.862000+00:00,POINT (13.374 52.562),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:00.863000+00:00,POINT (13.294 52.493),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:01.876000+00:00,POINT (13.374 52.562),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:03.891000+00:00,POINT (13.366 52.549),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:03.895000+00:00,POINT (13.297 52.493),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:06.868000+00:00,POINT (13.366 52.546),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:06.870000+00:00,POINT (13.3 52.493),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:09.888000+00:00,POINT (13.297 52.524),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:09.890000+00:00,POINT (13.366 52.543),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:09.893000+00:00,POINT (13.303 52.493),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:11.908000+00:00,POINT (13.297 52.524),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:11.910000+00:00,POINT (13.303 52.493),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:12.878000+00:00,POINT (13.375 52.562),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:12.885000+00:00,POINT (13.366 52.54),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:12.890000+00:00,POINT (13.306 52.493),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:15.871000+00:00,POINT (13.297 52.525),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:15.872000+00:00,POINT (13.366 52.537),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:15.873000+00:00,POINT (13.309 52.493),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:18.903000+00:00,POINT (13.3 52.525),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:18.905000+00:00,POINT (13.376 52.562),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:18.907000+00:00,POINT (13.366 52.534),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:18.909000+00:00,POINT (13.312 52.493),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:21.936000+00:00,POINT (13.303 52.525),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:21.937000+00:00,POINT (13.376 52.559),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:21.940000+00:00,POINT (13.315 52.493),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:21.946000+00:00,POINT (13.366 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:21.949000+00:00,POINT (13.303 52.525),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:24.873000+00:00,POINT (13.303 52.526),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:24.874000+00:00,POINT (13.377 52.559),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:24.877000+00:00,POINT (13.366 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:24.878000+00:00,POINT (13.318 52.493),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:27.893000+00:00,POINT (13.377 52.562),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:27.894000+00:00,POINT (13.366 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:27.897000+00:00,POINT (13.321 52.493),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:30.907000+00:00,POINT (13.377 52.565),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:30.911000+00:00,POINT (13.366 52.522),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:30.914000+00:00,POINT (13.324 52.493),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:31.911000+00:00,POINT (13.303 52.526),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:31.914000+00:00,POINT (13.377 52.565),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:31.915000+00:00,POINT (13.366 52.522),8
